"id","prediction"
72630953,28698.0086008091
72630956,23295.0155045344
72630958,31293.38872046
72630976,19447.5723837948
72630983,23441.4252428759
72630989,32647.5575828284
72630999,24512.114299123
72631006,16220.6644144604
72631008,44515.0203390596
72631010,34512.2602787927
72631012,27420.3217614364
72631013,28738.2371796992
72631016,20954.8084977536
72631021,34539.8895994765
72631034,32543.2724245946
72631038,50709.9618911632
72631043,29662.6360174089
72631052,35554.2576882223
72631062,32543.2724245946
72631080,30807.1224109629
72631085,17111.048190034
72631088,27161.3939080446
72631093,42997.8288083142
72631104,25008.6436155033
72631107,20340.2388550212
72631118,18829.6719775699
72631130,24327.8911583382
72631137,32710.4566578823
72631138,42481.0855977917
72631162,26756.9395182327
72631169,31446.4113629144
72631170,36471.3155174553
72631180,26176.2972851241
72631184,51551.7916372022
72631185,27389.8554473618
72631186,20345.5991110072
72631192,35168.2700757186
72631195,26563.4352566671
72631203,28037.8018675509
72631211,42959.8273199441
72631215,33308.5826842639
72631218,27729.1273080474
72631221,34292.0320759749
72631224,33272.6518937849
72631230,32285.9041212843
72631232,19739.9211265931
72631236,33923.1118370186
72631245,24050.0909260658
72631250,37232.0869615228
72631262,36080.2754489041
72631308,32396.6209825202
72631320,13202.6812983019
72631422,23679.3147357755
72631424,6267.18479903764
72631425,8041.00609833847
72631432,12549.7973731713
72631436,20208.2302243721
72631439,23556.8215175382
72631455,10526.1532983556
72631475,35332.12998196
72631476,33630.992253041
72631488,41240.430343564
72631489,34015.940761027
72631502,46797.438879462
72631506,35291.6769148704
72631640,20475.0671010827
72631642,12164.8600372056
72631663,18626.1068717732
72631674,38523.161921001
72631744,46444.2047482491
72631768,35938.5855894013
72632173,14609.8583726545
72632178,27472.4059970306
72632194,32304.4517988684
72632199,18416.6206112862
72632201,26687.1177497403
72632223,36962.3655444351
72632292,28340.6783820204
72632551,64201.1649143233
72632773,51949.6819761575
72632782,35256.4315501785
72632796,45395.9095943135
72632938,33347.6885367964
72632948,67886.1931597163
72632951,32691.0035145122
72632953,37728.8997744857
72633084,34772.1198722589
72633197,29242.8266010109
72633201,28338.1434162598
72633202,27352.4672421819
72633216,39383.8482792441
72633219,25702.6988842641
72633227,29245.9558529496
72633239,41706.3650340528
72633244,26247.3122622677
72633310,14718.4417493967
72633347,50525.2534647362
72633367,29116.9735693583
72633381,38642.9124363712
72633471,29950.3322594403
72633563,20455.8555557353
72633576,28940.5495435914
72633607,26527.3718379688
72633623,37734.5431830626
72633655,40153.5775427437
72633724,26634.4894407477
72633730,43810.9238588559
72633739,33891.6443420153
72633745,26151.1289835748
72633747,21540.1316565488
72633780,28247.5703244673
72633803,38263.5951023673
72633813,36840.6124164845
72633835,22710.5975127283
72633879,41071.8868488245
72633888,38245.5150879976
72633904,27385.5381625783
72633908,27807.0751445905
72633936,26332.0120609774
72634006,33662.7154198217
72634007,30621.5931232133
72634040,33152.4107800629
72634072,32697.3303341321
72634078,26830.6237510987
72634079,32574.1324896417
72634128,35183.6608529325
72634155,26205.1211981593
72634176,7240.35607789778
72634185,24468.5777379803
72634186,37761.9585556359
72634194,28926.2545770389
72634207,26026.872677868
72634292,25995.6960835724
72634383,35351.1777707121
72634432,34664.4955836898
72634607,27506.8704434492
72634657,28297.9720101455
72634723,35363.5544554967
72634770,32212.0418888134
72634794,21687.5500249765
72634816,37283.915531484
72634823,27165.9551336985
72634831,17988.415090395
72634853,25828.3244219295
72634857,32554.7515820768
72634861,28635.8872016917
72634863,27294.9476728718
72634866,32460.3004411986
72634867,26810.3943387208
72634868,48060.4326058135
72634870,32320.1723995402
72634876,27611.7164267512
72634886,25393.9870333549
72634887,28288.4504795837
72634888,30522.7042101845
72634891,33894.8680213051
72634896,35512.7142009241
72634897,33626.7382378971
72634900,22496.0642358984
72634902,24369.5132812011
72634905,33985.9424857382
72634906,36997.7002883188
72634911,31631.0281894252
72634912,36499.3248273325
72634915,25441.5837593776
72634930,27523.4666475791
72634985,29277.4799349791
72635049,32449.3046929317
72635056,33042.7436590559
72635082,34482.3735177189
72635086,30616.1046062401
72635087,31746.8637599914
72635089,31968.107779594
72635100,24369.5849644466
72635102,29489.688987669
72635107,29082.6361922441
72635123,21967.041607822
72635125,29445.4728407686
72635128,26424.5936471814
72635129,22923.3192646718
72635132,35234.2371983947
72635135,23834.5112043173
72635151,30398.4152287992
72635152,25446.631493246
72635154,22781.4528354176
72635163,22817.6211780488
72635164,33509.090451609
72635167,30526.3532419959
72635181,12981.5535298608
72635188,25446.631493246
72635192,33553.1109552023
72635197,20609.6383335262
72635221,32189.1193145317
72635222,40407.7652417102
72635223,38347.6181517534
72635226,14788.969506181
72635229,33148.8635461741
72635230,27323.4613493318
72635232,17873.2552638092
72635233,28882.7421909118
72635234,36582.9839058627
72635235,34638.8978080499
72635236,34822.5227741635
72635237,33785.7364794507
72635238,28765.1766308634
72635239,42298.6984250214
72635242,16904.4006524354
72635247,21967.041607822
72635250,19744.3244783082
72635251,22893.2094474708
72635254,29594.838892203
72635255,35277.9170249887
72635256,30747.6143791549
72635258,26879.9742645892
72635259,34675.2955804119
72635265,21417.1693445064
72635268,29484.1255209973
72635269,37254.7875452483
72635271,29983.0889773364
72635272,39618.9277018116
72635275,30961.4579612131
72635278,29948.2194680091
72635280,26620.7240252306
72635281,21260.68369476
72635283,26926.0073680389
72635284,31717.1276586819
72635287,33501.1332947036
72635289,32345.468879727
72635290,29853.1420683031
72635295,26135.3158666337
72635296,28624.5275841159
72635298,31645.2321129856
72635300,21507.9950604889
72635301,18290.2876078266
72635304,31736.0099013501
72635308,31567.9298664056
72635311,33338.9066746558
72635312,31736.0099013501
72635319,31736.0099013501
72635325,36045.3469635748
72635326,36397.4967953165
72635327,32978.6923352207
72635328,32978.6923352207
72635343,27060.6232035777
72635344,28032.3816217857
72635346,27541.1029165407
72635347,47228.9297415511
72635348,32675.7612850788
72635351,37138.5703716801
72635358,19929.8158788046
72635359,22296.32509912
72635360,29600.4561756046
72635362,27196.2393391723
72635364,32548.293842388
72635365,29495.8262692277
72635371,19988.2803204019
72635377,24052.3443306828
72635379,27396.6720909489
72635382,32799.8995299906
72635396,35547.6791134198
72635397,38324.802144513
72635399,31992.933999221
72635400,26592.9151137626
72635401,22064.6087522161
72635412,28050.61634121
72635416,25441.5837593776
72635429,26795.8815647869
72635433,14719.549702582
72635435,31749.4686796293
72635436,30799.1348744884
72635441,33933.706527152
72635447,28094.9701144617
72635450,34636.4330412081
72635459,33700.3893894569
72635460,33700.3893894569
72635461,30653.4822098191
72635463,34978.0970086865
72635465,29325.6895012871
72635467,27031.7426072209
72635474,33700.3893894569
72635475,31513.8874962533
72635477,26919.6731742327
72635483,36207.1338642477
72635489,21452.4198665297
72635492,35587.4816190119
72635498,26896.9162953801
72635501,28157.8933945496
72635503,30369.4437155004
72635511,32548.293842388
72635512,37168.0530359324
72635513,32192.8764173608
72635514,33145.8344854064
72635516,33312.5495050467
72635520,28925.4981591937
72635522,32554.7515820768
72635526,28733.4270374471
72635528,31742.5213076008
72635529,36035.2917313846
72635537,27625.1192114535
72635540,27790.5305335191
72635546,26113.2544936412
72635548,36867.0205979418
72635550,21593.5622220145
72635553,34401.9231526718
72635557,30805.2455725368
72635560,31895.0931628123
72635564,40655.6314952524
72635566,32026.3554287101
72635574,31456.8773180108
72635576,30799.1348744884
72635578,30330.6276890817
72635584,32845.7518580633
72635585,38017.8749137247
72635586,49458.9397413
72635587,34638.5614884674
72635590,32786.8880834598
72635593,26627.9510215147
72635597,36874.2199855927
72635598,25932.5305850223
72635599,26197.4482066377
72635603,29472.9526916257
72635605,29053.8881369522
72635606,32995.7365963462
72635608,29888.43120837
72635615,40740.4209760651
72635616,31573.4995382098
72635618,33403.226065252
72635620,32139.0244846363
72635621,32113.5309763441
72635623,22368.5121636453
72635624,23091.5393740712
72635627,35486.7197144117
72635628,27934.1091314616
72635629,32140.2381351425
72635631,63605.3175382206
72635632,28689.9201113398
72635635,28898.4315770415
72635638,35912.6944934182
72635640,29428.0654513799
72635641,34263.6817786357
72635642,20443.5492250988
72635643,31754.9033852345
72635644,31720.2408326933
72635645,38614.6364461566
72635843,27962.3986088865
72635847,27282.0108173777
72635942,49035.8559292319
72636273,16052.9627746704
72636283,39544.8756995492
72636285,28650.1967485619
72636287,27130.8536398791
72636289,26611.259161096
72636294,21390.2137473457
72636295,21706.7547273301
72636297,35959.0893844115
72636303,26666.427156721
72636304,21706.7547273301
72636310,21706.7547273301
72636311,28727.9530627767
72636314,28888.6635259089
72636320,35959.0893844115
72636321,21394.4576697134
72636322,19419.0496513958
72636324,28844.2318714831
72636326,21390.2137473457
72636328,35870.4613982454
72636331,26666.427156721
72636333,21390.2137473457
72636336,35959.0893844115
72636337,35710.2246867726
72636341,26572.9432622702
72636355,38135.7582154909
72636356,26368.1612807634
72636360,34384.637711117
72636361,35877.5782721236
72636363,26540.4049275945
72636367,20964.9151284774
72636379,32676.0944357566
72636386,15576.2042755634
72637071,19375.1171947274
72637074,13882.1728218505
72637095,33083.5476462019
72637098,27826.6839522113
72637099,38445.0339459007
72637101,11598.5928401495
72637113,38027.9372731377
72637114,22422.4337412966
72637115,22501.31609951
72637117,41919.2626536977
72637119,33874.9170800277
72637120,40398.4771658727
72637121,29134.8044927423
72637125,16110.2635553944
72637166,28216.6732396988
72637224,26035.4672592456
72637246,39381.3768424009
72637247,35043.0945238318
72637249,20704.560589546
72637250,22944.9513459594
72637252,36160.6959922609
72637254,26696.7237292744
72637257,36434.377696575
72637258,27671.6098608576
72637261,7778.71064172632
72637265,28639.1471511874
72637267,35377.7298656028
72637276,21879.6571300483
72637283,28302.3870752518
72637285,21991.0671287506
72637288,27820.9252486961
72637290,20816.9294164442
72637291,27779.0785465857
72637292,26073.5758692347
72637293,26073.5758692347
72637295,25876.1307599482
72637819,21753.5317482804
72637825,19979.6166689235
72637826,26242.8234268536
72637828,27307.4040028634
72650018,26748.5443313491
72650022,25228.8994638608
72650026,30882.3377207413
72650027,28322.6011122376
72650035,32365.6511375696
72650036,33564.4481535778
72650038,33564.4481535778
72650040,29291.0351951759
72650047,27267.0119305972
72650048,25749.2674513069
72650052,34419.4992803414
72650054,34664.2365716382
72650058,23500.0832444142
72650066,25974.3578744889
72650068,18926.5938928824
72650075,31560.0275493973
72650086,37282.9842720959
72650089,45309.9085035901
72650112,30225.4772345187
72650117,18416.9003463855
72650119,25306.2911997186
72650131,26850.6069488158
72650135,25734.0228882579
72650138,33424.8780969966
72650145,20225.4171719837
72650155,19478.1031877606
72650157,25628.622753915
72650160,34770.7228561198
72650161,28316.9828852076
72650168,35610.7973370445
72650171,27417.3166081876
72650172,32222.0668473925
72650180,31593.2592662726
72650185,25919.9132206931
72650189,19038.0125471039
72650196,36114.681847702
72650200,56520.9941947806
72650207,26896.0535938074
72650209,25693.9710760605
72650212,28441.0016500741
72650213,20461.3381485627
72650214,23106.5443580769
72650225,34636.7399995844
72650226,27406.7064874408
72650251,34820.0154455044
72650254,24616.6907041584
72650920,37452.8002956586
72651141,38264.5893226206
72651147,31240.7350881497
72651148,39675.6268972836
72651149,44080.8879326376
72651371,36316.1774573976
72651488,31387.9031828847
72651575,35301.0685264895
72651924,45427.6235379268
72652051,31852.3939893124
72652420,23939.2227444223
72653067,39153.1460130694
72653314,45180.4372538857
72653645,32203.7397240609
72653646,31709.0463228631
72653654,40991.2086111993
72653657,41902.0341002568
72653659,45210.5220863259
72653660,27916.5984994883
72653661,32415.7459154833
72653672,25699.7939170729
72653674,26697.0722997355
72653684,26301.3465430329
72653695,36923.0288168326
72653696,38531.1785790342
72653699,37929.8329069253
72653702,24367.7509129032
72653703,27461.2412906195
72653704,31989.6079000016
72653705,37867.0081856595
72653707,34854.2805831368
72653713,27615.3269222986
72653714,36475.3048243563
72653724,28213.1244444716
72653728,21286.3338648593
72653730,27021.3231416727
72653736,44683.6771382878
72653748,20846.1533551406
72653749,22254.7632147631
72653751,21259.0401543237
72653759,23160.1914075497
72653767,19160.3042315494
72653843,17406.0886499962
72654154,21246.9619264305
72654312,19356.1165261937
72654335,28873.4909186866
72654337,41583.0567777922
72654340,18101.6658727435
72654349,32966.4904124303
72654384,44505.4796044084
72654386,22308.3274737504
72654388,13382.0683269697
72654390,23136.0223538526
72654394,21133.0761379038
72654397,22364.0602835983
72654398,22337.834608541
72654402,26492.038980825
72654403,10701.5317408551
72654404,22309.1498161752
72654405,16833.6873292058
72654406,22521.6910696609
72654407,22531.9802381545
72654408,15435.6119327763
72654413,26005.3965186949
72654414,21239.9040664841
72654418,31567.8255798109
72654419,30902.6268839085
72654427,20683.0064692092
72654430,23659.4907637381
72654432,26704.3667828019
72654434,21720.8723127369
72654435,23018.8770183256
72654436,24965.1487218156
72654479,28348.772650508
72654484,28795.7607450733
72656670,22299.1411207413
72659491,31762.3277014687
72659493,49665.1205199909
72659517,30159.6041175561
72659569,31740.7957344738
72659577,29784.6909696526
72659582,43268.6026996209
72659583,43268.6026996209
72659783,39631.5865115243
72659835,22362.612930016
72659839,36598.894486601
72659841,21398.702434096
72659842,21657.5504301059
72659845,21886.61442283
72659847,33791.2264738753
72660266,39995.3899375246
72660268,40274.1179688114
72660279,29122.6076015791
72660280,28112.3890402127
72660298,28180.5687971747
72660304,29782.365353751
72660306,36081.4296396836
72660309,38238.4738243262
72660313,47061.150579072
72660314,36957.6486953393
72660315,28996.4804300441
72660429,38382.9745848626
72660431,37762.1820941259
72661016,39485.4675739886
72661019,50365.9436412763
72661021,37226.8224238163
72661063,36437.3050151313
72661065,26452.6101117641
72661097,22400.1469972773
72661100,22400.1469972773
72661108,22400.1469972773
72661223,22858.0287093575
72661296,33132.4218664777
72661297,33132.4218664777
72661447,33093.0125996412
72661450,44189.5947077659
72661468,44787.7661850055
72661469,24408.9635877135
72661474,38983.4818756096
72661483,43919.8428061654
72661485,32623.3717643618
72661499,26950.6410213179
72661500,34968.4338001512
72661505,40770.4479231249
72661513,35695.0580307003
72661521,33032.3487343282
72661527,32697.4895684936
72661529,25423.6994872606
72661532,31539.676895225
72661540,31477.7950845394
72661545,22712.5437684478
72661552,34334.4974313342
72661567,28900.955806818
72661570,32801.6260788093
72661574,26017.846146799
72661575,32022.5417664658
72661576,32277.6132629707
72661581,25377.9060915662
72661584,42438.6929661137
72661591,24180.5646370337
72661594,31031.5405463956
72661619,28585.2964503833
72661629,49948.651664035
72661652,25448.6494712646
72661654,29775.736652493
72661657,54828.1193093788
72661658,29641.4667528649
72661691,29051.2262846628
72661733,18581.7135246106
72661751,21077.9252425441
72661752,37577.7125292106
72661759,27350.4757506474
72661764,31601.0701803218
72661765,34519.0643964505
72661789,26119.7386861965
72661805,35011.2360055509
72661829,26771.8944539921
72661830,32465.0717108154
72661838,31042.848328864
72661846,27724.1994896642
72661857,37570.9139451014
72661862,31305.9712895963
72661871,25959.6006600752
72661887,47271.8222285204
72661893,31807.2304788812
72661895,41854.4244268707
72661897,31184.0486174938
72661905,27338.2314993154
72661918,32371.8942000166
72661941,31840.457913124
72662163,26922.4429015049
72662273,27815.0873330028
72662306,27217.256179941
72662307,28543.0516161417
72662363,28424.1826468819
72662450,34161.2014934864
72662466,40891.8577403747
72662503,42962.1778136851
72662506,48262.0065822619
72662511,32024.6843635586
72662513,32024.6843635586
72662519,39668.1844276178
72662521,32389.3972561664
72662522,37405.1722180284
72662525,26896.9162953801
72662529,21606.2077920494
72662532,32174.9744494488
72662533,45046.3197330516
72662536,28595.5144316345
72662545,35337.0284648893
72662546,28143.4415994371
72662547,22309.5988301357
72662571,28636.1652389199
72662573,27462.3242540795
72662579,40024.2213092391
72662584,36469.050187162
72662593,36362.9508721321
72662600,28421.0608511664
72662607,35009.861226238
72662611,35068.8640079046
72662614,25731.5885411923
72662619,35284.9163351833
72662620,38337.3419155363
72662622,31607.6408286923
72662626,36383.0950095466
72662629,28653.2132839683
72662637,40807.5360899886
72662640,46880.6153816313
72662651,32958.5276547619
72662654,36353.3842775781
72662661,14211.7764879507
72662685,22579.4654244655
72662694,29578.3873465899
72662699,41339.6207097471
72662719,33646.5918294779
72662723,45703.8654080236
72662728,32178.1404653718
72662734,30658.8911764026
72662737,46740.5194768339
72662744,33646.5918294779
72662746,30459.9947768928
72662749,32592.4806083564
72662751,28582.5920131291
72662752,37958.3404374037
72662761,26205.1211981593
72662773,37972.7635147864
72662782,38841.2627203755
72662786,28453.8759790452
72662801,19977.1977237658
72662803,29337.1505160655
72662804,45936.5799753092
72662805,54272.4892023701
72662807,28285.6465868124
72662810,37288.4718670691
72662812,33619.072603865
72662813,38077.8893204259
72662819,34747.3570305142
72662821,29190.1046299088
72662822,43300.7418808529
72662826,23010.5878833872
72662828,29256.7892138227
72662833,27618.1982084239
72662834,47997.1668000928
72662835,23973.5653126519
72662842,39659.6971112427
72662845,21331.2467810311
72662849,35813.4551272247
72662850,33663.0422645263
72662851,39850.1097571387
72662853,44579.8674871972
72662854,23159.2765982885
72662855,40487.9431804927
72662858,22218.3770982236
72662859,25116.8265074489
72662860,28905.1120959044
72662861,46139.0592986015
72662865,70775.772444893
72662867,34472.2952705898
72662874,26265.4129296844
72662877,32293.4071587034
72662878,40026.4278444616
72662885,51375.9824092828
72662889,28426.9726040199
72662890,47579.2054389034
72662891,47874.6297180076
72662898,21018.4691145911
72662907,28808.1866561202
72662912,30691.1630394593
72662916,24815.9049835169
72662924,35678.415156342
72662925,42413.55835088
72662929,26210.3204215665
72662930,37623.7520784805
72662931,46093.8591549717
72662941,33319.8453062967
72662952,31438.694110299
72662959,35556.4606410409
72662963,27561.9825420199
72662978,36081.8993115873
72662979,27263.546301443
72662982,26897.1774482477
72662986,37287.1186929151
72662992,29256.7892138227
72662993,33476.242795724
72662999,50811.8204358103
72663003,33770.0097641471
72663004,37662.0904021085
72663005,33145.8344854064
72663006,29572.7524037366
72663007,35092.4689097137
72663015,32958.5276547619
72663017,35778.6736059798
72663023,42625.3297631086
72663025,28154.6102984801
72663027,33587.8236548138
72663028,26867.2758347148
72663029,39809.7394897928
72663032,22514.8790464029
72663040,27272.3439615097
72663041,33190.0427238534
72663042,33190.0427238534
72663045,32163.5860697204
72663060,29369.4197692928
72663068,32968.013511993
72663069,27277.9395392616
72663070,29778.4648888847
72663073,33288.9278613429
72663074,42848.9866135892
72663077,31397.1806157895
72663084,38467.6721795687
72663087,37326.0706942626
72663090,32203.5738490945
72663091,27670.1724577725
72663092,28284.2417521732
72663103,39247.610346823
72663104,34645.6820467053
72663106,37781.2809848957
72663107,35508.0644809111
72663111,38108.8040322027
72663113,53824.1721553047
72663114,37904.1780483634
72663118,31065.7005188262
72663119,28344.7035851261
72663121,37034.5158032412
72663123,23640.7914778807
72663126,31233.7541175887
72663129,35469.759361076
72663130,31956.6099312741
72663131,26543.1644493864
72663132,42410.9291723014
72663135,26635.1206570539
72663137,27313.4082143074
72663139,24885.1519523544
72663143,29841.0944915293
72663146,46947.4334643989
72663149,59007.2723815315
72663157,35337.0284648893
72663159,27926.7183511851
72663160,29790.5716911352
72663176,31342.5482511095
72663182,27320.272536608
72663184,21335.479004066
72663277,45950.7421168463
72665852,36052.1719524383
72665856,34453.2349709614
72666457,11069.6728615608
72666466,25415.5340067816
72666485,14517.6594877529
72666486,26243.7230592028
72666489,10916.0853289942
72666533,43897.8963270255
72666550,35330.8787028215
72666652,30811.3574829773
72666671,30811.3574829773
72666672,26967.287076257
72666674,43843.8131818238
72666679,27030.2526401925
72666680,32752.6729923706
72666685,28193.4108374994
72666687,35096.6642632614
72666695,30728.3575892455
72666835,24527.0551816095
72666841,31469.0554054001
72666843,36291.973120763
72666854,35938.023231154
72666860,15328.6881215374
72666862,19227.3816772151
72666909,36926.9314003929
72666946,16494.7586105987
72666949,31776.9724275754
72667128,50052.828274831
72667136,31647.7416546832
72667194,37954.0630643315
72667201,33648.4294832877
72667202,31732.2308131234
72667203,47912.1989290115
72667209,54324.0951586463
72667230,37242.5885278382
72667233,28921.8144344487
72667234,47557.0148362866
72667254,95181.9557317301
72667256,31648.8892544954
72667257,42747.9592827358
72667260,32530.0557631705
72667262,44069.6374186964
72667273,33930.3546908964
72667276,30546.9466259245
72667281,28919.3499746419
72667282,33918.7543238098
72667285,47033.5301471052
72667286,31120.30330768
72667287,32483.2177568261
72667290,44232.2699321444
72667313,35063.648015325
72667520,36701.1604994921
72667527,39902.6591302233
72667528,41560.9337670024
72667532,23226.0474810631
72667536,23415.7674745642
72667537,28198.4135182857
72667538,27994.0852466154
72667539,34724.6409377397
72667544,34808.3968369808
72667545,28258.7897968637
72667637,33805.7314853197
72667639,23828.4583411705
72667644,22736.5407291233
72667710,17428.329627983
72667712,24080.8304128543
72667760,28592.8407903337
72667761,25073.9432713799
72667774,44501.6406567321
72667784,16149.0827156397
72667792,29922.7232909269
72667804,28351.2305883102
72667815,30802.3833290835
72667828,18961.7487650215
72667833,30272.9748574588
72667842,34664.13634012
72667844,29641.1030462444
72667846,41420.7854337268
72667859,29943.7411794405
72667870,40374.8373985795
72667880,39402.1525000714
72667885,22560.4164105101
72667887,17551.609586139
72667888,28080.0472463914
72667903,42359.8983051841
72667918,23232.2821698485
72667922,28227.8710006513
72667930,34798.7266361234
72667950,34785.6859391789
72667952,33992.5010306043
72667958,48944.2663768801
72667969,22258.4530678484
72668007,15393.3354831183
72668008,35569.7239196002
72668013,24467.3503699419
72668022,35414.9933437075
72668028,36325.5150119134
72668049,23858.2017656559
72668050,26979.7331850784
72668057,26212.6279541336
72668070,27808.5578070729
72668071,40441.4301687369
72668093,46728.4120812723
72668095,17428.329627983
72668168,17131.6838656938
72668199,22778.2887388848
72668297,16181.8457698553
72668334,25792.7880288281
72668358,22217.3462771293
72668361,25948.0444606127
72668384,42286.7158515019
72668387,35354.1864135022
72668393,40459.386916731
72668395,30314.1376332688
72668397,26060.9812483879
72668409,19348.881431434
72668544,27396.7968000093
72668558,38356.9721403966
72669019,27862.9107990807
72669048,22685.4773159965
72669277,33380.6480604677
72669398,27918.2813123067
72669417,28673.9424441532
72669540,35325.3866647118
72669584,23920.1756256391
72669718,21585.9079417363
72669720,21905.1321974122
72669721,22745.8332931973
72669804,31656.0125416939
72669849,33238.3888028171
72669913,31943.6161474563
72670019,17662.0855281158
72670022,25055.4991963891
72670025,19247.8138076231
72670031,23898.7623138637
72670032,38219.7044579829
72670034,18850.6333078678
72670037,19597.2882503776
72670041,18324.4648502491
72670042,18668.8038710989
72670043,25215.1710911372
72670045,17985.0368054584
72670046,17115.5272894216
72670050,23117.8619433322
72670051,18400.2140891899
72670056,18213.2513777794
72670057,17556.7340909914
72670060,35157.5885942237
72670062,18016.6438132166
72670066,18421.8168113939
72670077,20444.6513791935
72670083,24469.2132851213
72670088,17935.0163684404
72670092,30791.7424781322
72670095,25179.4653612111
72670100,22494.0876042549
72670102,18607.5596399893
72670104,24615.9669479613
72670107,17592.6967904812
72670111,19670.1892871451
72670114,24207.0537829925
72670118,18442.6956723509
72670120,24161.695573357
72670125,24574.9559150703
72670126,18172.1425003573
72670127,18332.5757185155
72670128,25055.4991963891
72670131,18146.2921515012
72670137,13110.5611121648
72670138,17722.7681592712
72670144,18001.8985112931
72670145,18746.8474240319
72670147,19469.7785385905
72670151,19165.4477358171
72670155,17938.7896602103
72670157,25393.5550745986
72670158,20333.0229008218
72670159,17546.8109156486
72670167,24633.7329793608
72670188,17978.4378526334
72670189,30658.2848851316
72670192,17620.1089483205
72670193,22487.4393637069
72670194,30809.9717450676
72670195,15261.9704693249
72670196,20097.9841281315
72670203,19468.3673375884
72670205,23348.0178302323
72670211,15811.0065448746
72670231,28369.9487794678
72670239,16640.1174917643
72670240,23839.8592878972
72670242,21663.5562450395
72670249,24493.6627420953
72670253,18149.401591702
72670254,33592.4599962913
72670265,18046.3772258128
72670266,15974.8872438258
72670273,20140.2538947095
72670278,12455.137378944
72670285,18667.6540545657
72670287,15515.4512031068
72670297,24150.6232954282
72670300,18285.7625430683
72670304,18145.4665313852
72670305,18383.5269245135
