id,Insult
1050.0,0.2265
1051.0,0.8260
1052.0,0.1509
1053.0,0.9601
1054.0,0.0538
1055.0,0.3269
1056.0,0.1238
1057.0,0.2885
1058.0,0.9989
1059.0,0.7320
1060.0,0.4436
1061.0,0.3223
1062.0,0.1494
1063.0,0.3155
1064.0,0.0651
1065.0,0.9351
1066.0,0.5516
1067.0,0.4846
1068.0,0.0017
1069.0,0.0094
1070.0,0.4844
1071.0,0.3869
1072.0,0.7401
1073.0,0.9674
1074.0,0.1396
1075.0,0.6021
1076.0,0.0105
1077.0,0.9992
1078.0,0.0257
1079.0,0.9997
1080.0,0.3930
1081.0,0.0852
1082.0,0.2500
1083.0,0.5774
1084.0,1.5042
1085.0,0.0084
1086.0,0.9341
1087.0,0.0964
1088.0,0.0001
1089.0,0.0243
1090.0,0.0550
1091.0,0.0102
1092.0,0.6027
1093.0,0.7059
1094.0,0.9269
1095.0,4.3439
1096.0,0.0701
1097.0,0.4401
1098.0,0.1568
1099.0,0.7892
1100.0,0.5509
1101.0,0.1942
1102.0,1.0
1103.0,0.1610
1104.0,0.9491
1105.0,0.1688
1106.0,0.2760
1107.0,0.3856
1108.0,0.6430
1109.0,0.0247
1110.0,0.6254
1111.0,0.1599
1112.0,0.9999
1113.0,0.7855
1114.0,0.9056
1115.0,0.8837
1116.0,9.2068
1117.0,0.5687
1118.0,0.2457
1119.0,0.0940
1120.0,0.1245
1121.0,0.0441
1122.0,0.9407
1123.0,0.0632
1124.0,0.3343
1125.0,0.4510
1126.0,0.8163
1127.0,0.0109
1128.0,0.6571
1129.0,0.6424
1130.0,0.3115
1131.0,0.0338
1132.0,0.6154
1133.0,0.1581
1134.0,0.3616
1135.0,0.5676
1136.0,0.6165
1137.0,0.1065
1138.0,0.0096
1139.0,0.1894
1140.0,0.0892
1141.0,0.4298
1142.0,0.8449
1143.0,0.0505
1144.0,0.2737
1145.0,0.3343
1146.0,0.2839
1147.0,0.0954
1148.0,0.0862
1149.0,0.0457
1150.0,1.0101
1151.0,0.8508
1152.0,0.9882
1153.0,0.8458
1154.0,0.8800
1155.0,0.1494
1156.0,0.4788
1157.0,7.3435
1158.0,0.1791
1159.0,0.9592
1160.0,0.0109
1161.0,0.9988
1162.0,0.6380
1163.0,0.9209
1164.0,0.3863
1165.0,0.3330
1166.0,0.6597
1167.0,0.3104
1168.0,0.0189
1169.0,0.2657
1170.0,0.4054
1171.0,0.7785
1172.0,0.2413
1173.0,0.1016
1174.0,0.2939
1175.0,0.9825
1176.0,0.5737
1177.0,0.2834
1178.0,0.5432
1179.0,0.2985
1180.0,0.0152
1181.0,0.0014
1182.0,0.3226
1183.0,0.0177
1184.0,0.3191
1185.0,0.0003
1186.0,0.7072
1187.0,0.0010
1188.0,0.0085
1189.0,0.0060
1190.0,0.6278
1191.0,0.1975
1192.0,0.9999
1193.0,0.2265
1194.0,0.4493
1195.0,0.7631
1196.0,0.1843
1197.0,0.4656
1198.0,0.8924
1199.0,0.1176
1200.0,0.3073
1201.0,0.1161
1202.0,0.0014
1203.0,0.3262
1204.0,0.7876
1205.0,0.5201
1206.0,0.9410
1207.0,0.2447
1208.0,0.6813
1209.0,0.9991
1210.0,6.5431
1211.0,0.2053
1212.0,0.6809
1213.0,0.1878
1214.0,0.3216
1215.0,0.6445
1216.0,0.1048
1217.0,0.9482
1218.0,0.9617
1219.0,0.2657
1220.0,0.3833
1221.0,0.6668
1222.0,0.1176
1223.0,0.9999
1224.0,0.9973
1225.0,0.3972
1226.0,0.9871
1227.0,0.9729
1228.0,0.2533
1229.0,0.4005
1230.0,0.9771
1231.0,0.0560
1232.0,0.7145
1233.0,0.0850
1234.0,0.2028
1235.0,0.1256
1236.0,0.9985
1237.0,0.2657
1238.0,0.6292
1239.0,0.3014
1240.0,0.3301
1241.0,0.0622
1242.0,0.5581
1243.0,0.2402
1244.0,0.0972
1245.0,0.9957
1246.0,0.8981
1247.0,0.3244
1248.0,0.9358
1249.0,0.4180
1250.0,0.7143
1251.0,0.4969
1252.0,0.6101
1253.0,0.7623
1254.0,0.9972
1255.0,0.0199
1256.0,0.0130
1257.0,0.0196
1258.0,0.3241
1259.0,0.9859
1260.0,0.0786
1261.0,0.2512
1262.0,0.0659
1263.0,0.9910
1264.0,0.3737
1265.0,0.2350
1266.0,0.9999
1267.0,0.0866
1268.0,0.0152
1269.0,0.2601
1270.0,0.4677
1271.0,0.9992
1272.0,0.2657
1273.0,0.8285
1274.0,0.2336
1275.0,0.9350
1276.0,0.0001
1277.0,0.3095
1278.0,0.1575
1279.0,0.1800
1280.0,0.9995
1281.0,0.7359
1282.0,0.9761
1283.0,0.2657
1284.0,0.8285
1285.0,0.2509
1286.0,0.2131
1287.0,0.1338
1288.0,0.5388
1289.0,0.9998
1290.0,0.2617
1291.0,0.0624
1292.0,0.0788
1293.0,0.8894
1294.0,0.1695
1295.0,0.5989
1296.0,0.0001
1297.0,0.1100
1298.0,0.0032
1299.0,0.2657
1300.0,0.9987
1301.0,0.7838
1302.0,0.0645
1303.0,0.9294
1304.0,0.9963
1305.0,0.4507
1306.0,0.2620
1307.0,0.1777
1308.0,0.3964
1309.0,0.9750
1310.0,0.3147
1311.0,0.1272
1312.0,0.1406
1313.0,0.9303
1314.0,0.7164
1315.0,0.7214
1316.0,0.5516
1317.0,0.0429
1318.0,0.9999
1319.0,0.2424
1320.0,0.3938
1321.0,0.0698
1322.0,0.4499
1323.0,0.2348
1324.0,0.2296
1325.0,0.2478
1326.0,0.3024
1327.0,0.1889
1328.0,0.9998
1329.0,0.0232
1330.0,0.1245
1331.0,0.2282
1332.0,0.1814
1333.0,0.2433
1334.0,0.7307
1335.0,0.9974
1336.0,0.1406
1337.0,0.6981
1338.0,0.1628
1339.0,0.2027
1340.0,0.0589
1341.0,0.0068
1342.0,0.9681
1343.0,2.8994
1344.0,0.4362
1345.0,0.8278
1346.0,0.1173
1347.0,0.1754
1348.0,0.2941
1349.0,0.0577
1350.0,0.0899
1351.0,0.0401
1352.0,0.2346
1353.0,0.1649
1354.0,6.3339
1355.0,0.3254
1356.0,0.2393
1357.0,0.9566
1358.0,0.1550
1359.0,0.6803
1360.0,0.0098
1361.0,0.0857
1362.0,0.9995
1363.0,0.0080
1364.0,0.5361
1365.0,0.1509
1366.0,0.9896
1367.0,0.0437
1368.0,0.0594
1369.0,0.9999
1370.0,0.1321
1371.0,0.9475
1372.0,0.9094
1373.0,0.3726
1374.0,0.9806
1375.0,0.9999
1376.0,0.9999
1377.0,0.8271
1378.0,0.1121
1379.0,0.7759
1380.0,0.6086
1381.0,0.1607
1382.0,0.0001
1383.0,0.4339
1384.0,0.1347
1385.0,0.3478
1386.0,7.7856
1387.0,0.2492
1388.0,0.9998
1389.0,0.9543
1390.0,0.0811
1391.0,0.0444
1392.0,0.0170
1393.0,0.9999
1394.0,0.1048
1395.0,0.4362
1396.0,0.1822
1397.0,0.8031
1398.0,0.8425
1399.0,0.0775
1400.0,0.1166
1401.0,0.4894
1402.0,0.0090
1403.0,0.1058
1404.0,0.9980
1405.0,0.5386
1406.0,0.8825
1407.0,0.2371
1408.0,2.5607
1409.0,0.0252
1410.0,0.1115
1411.0,0.3465
1412.0,0.0890
1413.0,0.2657
1414.0,0.0453
1415.0,0.3751
1416.0,0.9872
1417.0,0.7905
1418.0,0.8349
1419.0,0.9758
1420.0,0.8045
1421.0,0.5811
1422.0,0.9729
1423.0,0.1183
1424.0,0.4484
1425.0,0.9616
1426.0,0.5812
1427.0,0.2601
1428.0,0.0947
1429.0,0.1342
1430.0,0.9917
1431.0,0.9991
1432.0,0.2786
1433.0,7.2279
1434.0,0.9969
1435.0,0.2265
1436.0,0.0832
1437.0,0.2736
1438.0,0.3349
1439.0,0.4732
1440.0,0.7359
1441.0,0.9649
1442.0,0.1717
1443.0,0.0219
1444.0,0.2805
1445.0,0.1855
1446.0,0.0371
1447.0,0.2539
1448.0,0.3599
1449.0,0.6659
1450.0,0.0215
1451.0,0.2657
1452.0,0.1993
1453.0,0.0188
1454.0,0.0329
1455.0,0.3098
1456.0,0.0518
1457.0,0.9928
1458.0,0.7873
1459.0,0.9358
1460.0,0.9209
1461.0,0.9999
1462.0,0.3805
1463.0,0.5659
1464.0,0.0200
1465.0,0.6183
1466.0,0.4659
1467.0,0.3372
1468.0,0.2657
1469.0,1.7957
1470.0,0.6609
1471.0,0.9487
1472.0,0.9998
1473.0,0.3380
1474.0,0.9547
1475.0,0.9602
1476.0,0.5161
1477.0,0.7277
1478.0,0.3247
1479.0,0.0026
1480.0,0.2657
1481.0,0.2548
1482.0,0.0126
1483.0,0.0989
1484.0,0.5581
1485.0,0.3701
1486.0,0.3052
1487.0,0.1801
1488.0,0.5965
1489.0,0.3502
1490.0,0.6373
1491.0,0.9782
1492.0,0.3502
1493.0,0.3205
1494.0,0.9795
1495.0,0.7359
1496.0,0.1934
1497.0,0.0987
1498.0,0.2896
1499.0,0.7808
